SetID_Clean,SetID_Klicky,Nom du Set,Annee_Debut,Annee_Fin,Image_URL,Lien_Fiche,Version
1102,1102v2-sch,Indian Deluxe Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/sch-1102v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1102v2-sch-indian-deluxe-set/,V2
1103,1103v2-sch,Indian Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/sch-1103-RPS-100x65.jpg,https://www.klickypedia.com/sets/1103-sch-indian-special-deluxe-set/,V1
1103,1103v1-sch,Indian Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2018/12/sch-1103v1-RPS-CP482-100x65.jpg,https://www.klickypedia.com/sets/1103v1-indian-special-deluxe-set/,V2
1104,1104v2-sch,Indian Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2014/10/1104-100x65.jpg,https://www.klickypedia.com/sets/1104-sch-indian-super-deluxe-set/,V1
1104,1104v1-sch,Indian Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/12/sch-1104v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1104v1-sch-indian-super-deluxe-set/,V2
1203,1203,Construction Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2018/03/sch-1203-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1203-construction-special-deluxe-set/,Version Unique
1204,1204v1-sch,Construction Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2018/03/sch-1204v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1204v1-sch-construction-super-deluxe-set/,V1
1204,1204v2-sch,Construction Super Deluxe Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/03/sch-1204-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/1204-sch-construction-super-deluxe-set/,V2
1302,1302v1-sch,Knight Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2018/12/sch-1302v1-RP-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1302-sch-knight-deluxe-set/,V1
1302,1302v2-sch,Knight Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/12/sch-1302v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1302v2-sch-knight-deluxe-set/,V2
1303,1303-sch,Knight Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/sch-1303-RPS-100x65.jpg,https://www.klickypedia.com/sets/1303-sch-knight-special-deluxe-set/,Version Unique
1304,1304-sch,Knight Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2014/12/1304-100x65.jpg,https://www.klickypedia.com/sets/1304-sch-knight-super-deluxe-set/,Version Unique
13170,13170-aur,Schoolbus (1987 > n/a),1987,,https://www.klickypedia.com/wp-content/uploads/2017/08/13170-100x65.jpg,https://www.klickypedia.com/sets/13170-aur-schoolbus/,Version Unique
13215,13215-aur,Police car (1983 > n/a),1983,,https://www.klickypedia.com/wp-content/uploads/2017/10/aur-13215-RPS-100x65.jpg,https://www.klickypedia.com/sets/13215-aur-police-car/,V1
13215,13215-xat,Police car (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/03/aur-mat-13215-B-100x65.png,https://www.klickypedia.com/sets/13215-xat-police-car/,V2
13245,13245-aur,Red Diligence (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/11/aur-13245-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/13245-aur-red-diligence/,Version Unique
13247,13247-aur,Rescue service helicopter (1985 > n/a),1985,,https://www.klickypedia.com/wp-content/uploads/2016/02/13247-aurimat-front-100x65.jpg,https://www.klickypedia.com/sets/13247-aur-rescue-service-helicopter/,Version Unique
13252,13252-ant,Firemen and truck (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2015/08/13252antex-p-100x65.jpg,https://www.klickypedia.com/sets/13252-ant-firemen-and-truck/,Version Unique
13254,13254-aur,Ambulance (1983 > n/a),1983,,https://www.klickypedia.com/wp-content/uploads/2023/04/aur-13254-B-100x65.png,https://www.klickypedia.com/sets/13254-aur-ambulance/,V1
13254,13254-ant,red stage coach (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2014/10/3254b-100x65.jpg,https://www.klickypedia.com/sets/13254-ant-red-stage-coach/,V2
13254,13254-xat,Ambulance (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/04/AUR-MA1-100x65.jpg,https://www.klickypedia.com/sets/13254-xat-ambulance/,V3
13279,13279-ant,Outlaws & wagon (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/ant-13279-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/13279-ant-outlaws/,Version Unique
13313,13313-aur,Construction Worker (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/820690-MLM26339788082_112017-O-100x65.jpg,https://www.klickypedia.com/sets/13313-aur-construction-worker/,Version Unique
13320,13320-aur,Astronaut (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/08/13320-2-100x65.jpg,https://www.klickypedia.com/sets/13320-aur-spaceman/,Version Unique
13352,13352-xat,Indian with canoe (1983 > n/a),1983,,https://www.klickypedia.com/wp-content/uploads/2016/04/133521-100x65.jpg,https://www.klickypedia.com/sets/13352-aur-indian/,Version Unique
13353,13353-aur,US general (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/03/playmobil-general-del-oeste-13353-vintage-aurimat-con-caja-578511-MLM20578315428_022016-F-100x65.jpg,https://www.klickypedia.com/sets/13353-aur-us-general/,Version Unique
13367,13367-xat,Fireman (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/03/xat-13367-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/13367-xat-fireman/,Version Unique
13480,13480-xat,4 pirates (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2015/02/13480mattel-xxxx-box-100x65.jpg,https://www.klickypedia.com/sets/13480-xat-4-pirates/,V1
13480,13480-aur,Pirates Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2015/08/13480-aurimat-juego-de-piratas-1987-cat-01-100x65.jpg,https://www.klickypedia.com/sets/13480-aur-pirates-set/,V2
13490,13490-xat,Operating room (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/11/aur-13490-R-CP419-100x65.jpg,https://www.klickypedia.com/sets/13490-xat-operating-room/,Version Unique
13492,13492-aur,construction workers with scaffold (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/03/13492-constructores-con-andamios-100x65.jpg,https://www.klickypedia.com/sets/13492-aur-construction-workers-with-scaffold/,V1
13492,13492-xat,construction workers with scaffold (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/08/13492-100x65.jpg,https://www.klickypedia.com/sets/13492-xat-construction-workers-with-scaffold/,V2
13570,13570-xat,pirate with rowboat and treasure (1985 > n/a),1985,,https://www.klickypedia.com/wp-content/uploads/2015/03/13570aurimat-mattel-85-04-100x65.jpg,https://www.klickypedia.com/sets/13570-xat-pirate-with-rowboat-and-treasure/,V1
13570,13570-xat,Pirate & yellow row boat (1985 > n/a),1985,,https://www.klickypedia.com/wp-content/uploads/2018/03/xat-13570-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/13570-xat-pirate-yellow-row-boat/,V2
13574,13574-aur,Fisherman with pneumatic boat (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/11/aur-13574-RPS-CP423-100x65.jpg,https://www.klickypedia.com/sets/13574-aur-fisherman-with-pneumatic-boat/,Version Unique
13624,13624-aur,Knight / Helper (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/08/13624-100x65.jpg,https://www.klickypedia.com/sets/13624-aur-knight-helper/,Version Unique
13750,13750-ant,Pirate Ship (2005 > n/a),2005,,https://www.klickypedia.com/wp-content/uploads/2022/03/o-3-100x65.jpg,https://www.klickypedia.com/sets/13750-ant-pirate-ship/,Version Unique
13782,13782-ant,Sheriff's Office (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/11/ant-13782-R-CP-100x65.png,https://www.klickypedia.com/sets/13782-ant-sheriffs-office/,Version Unique
13961,13961-aur,Red Tow Truck (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/08/13961-100x65.jpg,https://www.klickypedia.com/sets/13961-aur-red-tow-truck/,Version Unique
1402,1402-sch,Fireman Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/sch-1402-RP-100x65.jpg,https://www.klickypedia.com/sets/1402-sch-fireman-deluxe-set/,Version Unique
1403,1403v1-sch,Fireman Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2016/03/s-l1600-2-100x65.jpg,https://www.klickypedia.com/sets/1403-sch-fireman-special-deluxe-set/,V1
1403,1403v2-sch,Fireman Special Deluxe Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/03/sch-1403-v2-A-RPS-hors-CP-100x65.png,https://www.klickypedia.com/sets/1403v2-sch-fireman-special-deluxe-set/,V2
1502,1502-sch,Farmer Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2015/01/1502-schaper-100x65.jpg,https://www.klickypedia.com/sets/1502-sch-farmer-deluxe-set/,Version Unique
1503,1503-sch,Farmer Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/10/1503-schaper-100x65.jpg,https://www.klickypedia.com/sets/1503-sch-farmer-special-deluxe-set/,Version Unique
1504,1504v2-sch,Farmer Super Deluxe Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/12/sch-1504v2-R-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1504-sch-farmer-super-deluxe-set/,Version Unique
1602,71602,Police Station (2024 > n/a),2024,,https://www.klickypedia.com/wp-content/uploads/2024/03/Capture-decran-2024-03-12-212121-100x65.jpg,https://www.klickypedia.com/sets/71602-police-station/,Version Unique
1603,1603-sch,Vacationer Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/12/sch-1603-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1603-sch-vacationer-special-deluxe-set/,Version Unique
16033,16033-ant,Helicopter ambulance (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2014/10/helicoptero-medico-1-100x65.jpg,https://www.klickypedia.com/sets/6033-ant-helicopter-ambulance/,Version Unique
1604,1604v1-sch,Vacationer Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2023/03/Screenshot-2023-03-13-at-19-40-15-RARE-PLAYMOBIL-Vintage-1604-VACATIONER-SUPER-DELUXE-Set-3774701736-100x65.png,https://www.klickypedia.com/sets/1604-sch-vacationer-super-deluxe-set/,V1
1604,1604v2-sch,Vacationer Super Deluxe Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2017/12/sch-1604v2-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1604v2-sch-vacationer-super-deluxe-set/,V2
1606,1606-pla,Acrobatic Horse Riding Set (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2023/02/pla-1606-A-RPS-CP469-100x65.jpg,https://www.klickypedia.com/sets/1606-pla-acrobatic-horse-riding-set/,Version Unique
1702,1702-sch,Cavalry Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2016/04/1702-100x65.jpg,https://www.klickypedia.com/sets/1702-sch-cavalry-deluxe-set/,Version Unique
1703,1703-sch,Cavalry Special Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/1703-schaper-100x65.jpg,https://www.klickypedia.com/sets/1703-sch-cavalry-special-deluxe-set/,Version Unique
1704,1704-sch,Cavalry Super Deluxe Set (1980 > n/a),1980,,https://www.klickypedia.com/wp-content/uploads/2017/11/sch-1704-RP-100x65.jpg,https://www.klickypedia.com/sets/1704-sch-cavalry-super-deluxe-set/,Version Unique
1710,1710-pla,Knights SuperSet (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2018/12/pla-1710-RPS-CP459-100x65.jpg,https://www.klickypedia.com/sets/1710-pla-knights-super-set/,Version Unique
1711,1711v1-pla,Knights BasicSet (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1711v1-RP-CP-100x65.jpg,https://www.klickypedia.com/sets/1711-pla-knights-basic-set/,V1
1711,1711v2-pla,Knights Basic Set (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2017/08/ver1711-100x65.jpg,https://www.klickypedia.com/sets/1711v2-pla-knights-basic-set/,V2
1712,1712v1-pla,Blue & yellow knights (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1712v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1712v1-pla-blue-yellow-knights/,V1
1712,1712v2-pla,Blue & red knights (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1712v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1712v2-pla-blue-red-knights/,V2
1712,1712v3-pla,Green & blue knights (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2021/01/pla-1712-v3-b-100x65.png,https://www.klickypedia.com/sets/1712v3-pla-green-blue-knights/,V3
1712,1712v4-pla,Red & green knights (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2022/08/IMG_20220823_150727-100x65.jpg,https://www.klickypedia.com/sets/1712v4-pla-1712v4-pla-red-green-knights/,V4
1713,1713v2-pla,Green Knight with horse (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2016/03/1712-front-100x65.jpg,https://www.klickypedia.com/sets/1712-pla-knight/,V1
1713,1713v1-pla,Yellow knight with horse (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1713v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1713v1-pla-yellow-knight-with-horse/,V2
1714,1714v1-pla,Yellow knight with sword (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1714v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1714v1-pla-yellow-knight/,V1
1714,1714v2-pla,Red knight with halberd (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1714v2-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1714v2-pla-red-knight/,V2
1714,1714v3-pla,Blue knight with sword (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1714v3-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1714v3-pla-blue-knight/,V3
1714,1714v4-pla,Blue knight with halberd (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1714v4-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1714v4-blue-knight-with-halberd/,V4
1714,1714v5-pla,Blue knight with flag (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1714v5-RPS-hors-CP-100x65.jpg,https://www.klickypedia.com/sets/1714v5-pla-blue-knight-with-flag/,V5
1715,1715-pla,Knight's Accessories (1976 > 1979),1976,1979,https://www.klickypedia.com/wp-content/uploads/2024/08/1715b-100x65.jpg,https://www.klickypedia.com/sets/1715-pla-knights-accessories/,Version Unique
1716,1716-pla,Knights Basic Set 2 (n/a > n/a),,,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1716-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1716-pla-knights-basic-set-2/,Version Unique
1718,1718v1-pla,Lady's companion (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1718v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1718v1-pla-ladys-companion/,V1
1718,1718v2-pla,Queen (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1718v2-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1718v2-pla-queen/,V2
1719,1719-pla,Barons Super Set (1978 > 1979),1978,1979,https://www.klickypedia.com/wp-content/uploads/2018/12/Vintage-Playmobil-Klicky-Playpeople-MEDIEVAL-KNIGHTS-BARONS-Super-100x65.jpg,https://www.klickypedia.com/sets/1719-pla-barons-super-set/,Version Unique
1720,1720s1v2-pla,Builders Super Set (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2017/11/pla-1720-RP-100x65.jpg,https://www.klickypedia.com/sets/1720-pla-builders-super-set/,V1
1720,1720s1v1-pla,Builders Super Set (1976 > 1980),1976,1980,https://www.klickypedia.com/wp-content/uploads/2018/01/pla-1720v1-RPS-CP-100x65.jpg,https://www.klickypedia.com/sets/1720v1-pla-builders-super-set/,V2
1720,1720s2-pla,Police Super Set (1979 > 1980),1979,1980,https://www.klickypedia.com/wp-content/uploads/2024/08/1720-100x65.jpg,https://www.klickypedia.com/sets/17201-pla-police-super-set/,V3
